,Subject,Session,Run,overall_gaze_entropy_LX,psd_max_LX,psd_freq_of_max_LX,overall_gaze_entropy_LY,psd_max_LY,psd_freq_of_max_LY,overall_gaze_entropy_LZ,psd_max_LZ,psd_freq_of_max_LZ,overall_gaze_entropy_RX,psd_max_RX,psd_freq_of_max_RX,overall_gaze_entropy_RY,psd_max_RY,psd_freq_of_max_RY,overall_gaze_entropy_RZ,psd_max_RZ,psd_freq_of_max_RZ,eyes_closed_fraction_L,eyes_closed_fraction_R,pupil_diam_mean_L,pupil_diam_stdev_L,pupil_diam_skew_L,pupil_diam_kurt_L,pupil_diam_mean_R,pupil_diam_stdev_R,pupil_diam_skew_R,pupil_diam_kurt_R,fix_dur_mean,fix_dur_stdev,fix_dur_skew,fix_dur_kurt,fix_density_mean,fix_density_stdev,fix_density_skew,fix_density_kurt,sac_main_seq_mean,sac_main_seq_stdev,sac_peak_vel_mean,sac_peak_vel_stdev
10,sub-cp004,ses-20210330,level-04B_run-006,18.804272664222925,5.7589446552333185e-06,85.20201303477558,17.32676696180645,1.5951720793803404e-05,85.20201303477558,16.14759463706667,3.560068318212569e-05,170.40402606955115,18.715472086074485,6.038357741153615e-06,85.20201303477558,17.35744810825021,1.55844571729275e-05,85.20201303477558,16.10463951575089,3.621347480026878e-05,170.40402606955115,0.008713385242862439,0.013420261195567091,4.381890054244722,0.7538370813815801,-5.66038841691812,38.11436854468283,4.346826300084534,0.7683144626700967,-5.2542170478021495,34.41249315635342,1.4615229617295244e-06,1.0836522278820488e-06,3.0921953026264384,16.680923342006242,0.01073128664812311,0.054694090150710604,6.475619606182442,41.024693569167795,8.319751453614901e-07,3.9498521865582795e-08,0.033587727924188064,0.1114502041216012
11,sub-cp004,ses-20210330,level-04B_run-009,17.824871113212296,1.1605807207792304e-05,85.1541646783146,17.11991484113113,1.9850222931035538e-05,85.1541646783146,15.221054646893897,7.086772828624793e-05,85.1541646783146,17.889032028993416,1.1111698472308297e-05,85.1541646783146,17.31447514517221,1.6831848311244196e-05,85.1541646783146,15.226787358968565,6.975550831945471e-05,85.1541646783146,0.025932942832808996,0.023490866111622894,4.192280925412381,0.9725198684524531,-4.540316814748133,21.505851275194416,4.087797572325043,0.946374000454325,-4.557700270259356,21.781563551419957,1.403187083202579e-06,1.0231503628208572e-06,3.471002476633259,22.349585580041563,0.018941855919747563,0.08545128166948697,5.013563674293318,23.405653353867038,8.527854950215661e-07,5.2100103962589576e-08,0.03878133222672804,0.12024293678373799
12,sub-cp005,ses-20210226,level-01B_run-001,18.4747865910017,8.16928466409918e-06,85.05251003494854,16.47276078949118,3.377263451985873e-05,85.05251003494854,13.712964155047278,0.00018530869913118285,85.05251003494854,19.538434964870067,5.186216753550949e-06,85.05251003494854,16.914774022667768,3.244767118375587e-05,85.05251003494854,13.906169188488924,0.00017015065126365058,85.05251003494854,0.06327856198523554,0.06905952586242291,2.9466129092131594,1.2084696541094142,-2.7456273685021855,6.26441828157235,3.115424178703632,1.2410275426435786,-2.7731353536510266,6.519522304830481,1.6032072288002777e-06,1.3135377800250991e-06,3.315627464736976,18.385632628527166,0.050274727719174975,0.13911030681238942,2.609079393641855,4.8894866257008145,7.80455688352266e-07,2.2438688478402448e-08,0.07466901017153978,0.18413262657300317
13,sub-cp005,ses-20210226,level-01B_run-007,19.26087888517208,4.608428719411792e-06,85.21270628255465,17.21544746446476,1.9678212442748215e-05,85.21270628255465,14.102390778838384,0.0001407046544580915,85.21270628255465,19.499274771465874,4.034956658722995e-06,85.21270628255465,17.17242418615572,1.9416577397351216e-05,85.21270628255465,14.128010461613242,0.00013937147128758448,85.21270628255465,0.037658168754835096,0.04114388354867107,3.239493033994481,1.1140796823441441,-3.182751497406109,9.394755444805773,3.4803214173883474,1.1816643383590777,-3.134253630109337,9.16841426210649,1.6880423848736874e-06,1.3400457261500645e-06,3.166924824949751,16.74267649924237,0.03759715670498327,0.11784540870173682,3.1147097996035398,7.842589344050731,7.836095924759868e-07,1.7060683489437247e-08,0.07041365943259338,0.18618390341669622
14,sub-cp005,ses-20210226,level-01B_run-012,19.27163672149979,6.26341915386285e-06,85.29232585177813,17.98296052927656,2.1703335749441096e-05,85.29232585177813,16.299081769849572,4.786216678032088e-05,170.58465170355626,19.526774820499377,5.2544086755983435e-06,85.29232585177813,17.8178610342262,2.0842406980837358e-05,85.29232585177813,14.627214735641882,0.00010539929492677896,170.58465170355626,0.07711269161107921,0.058408799752617396,3.294500651668996,0.8210663483620269,-3.9826372912070713,18.963390125965777,3.1251990624534085,1.0057161541041755,-3.308289776318499,10.955194056328493,1.7216244057910342e-06,1.407828801614285e-06,2.3808404900442404,7.980846701899971,0.008697285009661307,0.05182584324093402,8.874322786775766,77.01473829050646,7.589430002054385e-07,6.777474924023993e-08,0.033909858054081164,0.09114343344463735
15,sub-cp005,ses-20210226,level-02B_run-003,18.069617660845264,1.0398683255566306e-05,85.2888621423358,17.97704265496032,1.3388636119873071e-05,85.2888621423358,14.90943769646389,8.466456845864287e-05,170.5777242846716,18.81172627395732,1.1390784031011764e-05,85.2888621423358,17.688146688015635,2.618221413631361e-05,85.2888621423358,15.278226507820326,7.441815639688126e-05,170.5777242846716,0.0301053650545441,0.03344130459064001,3.3652413680577493,0.924796291707051,-3.9888344809380953,16.16360684810274,3.890492704781982,1.0944763768946055,-3.33482966756496,12.672246044388094,1.531044987840826e-06,1.1008525388251688e-06,2.494925501642331,9.873169842976061,0.02872752393481104,0.10717679463746956,3.895281712824447,13.273315046529607,7.842610256829144e-07,1.921017311314022e-08,0.05028865331821648,0.13669885683918223
16,sub-cp005,ses-20210226,level-02B_run-008,18.509346480638794,7.347728625398106e-06,85.22043858245745,17.38724667405688,1.7234416771719368e-05,85.22043858245745,14.285454769351482,0.00012407112845210248,85.22043858245745,18.70760724466483,6.751701256193595e-06,85.22043858245745,17.344832532166528,1.7370677212778037e-05,85.22043858245745,14.322394372193243,0.00012113348112238184,85.22043858245745,0.03401343493082013,0.03668705300447831,3.3139356325418663,1.042199175550082,-3.582648492515673,12.108934607054346,3.5896834229476373,1.0964395395837558,-3.6420035687682426,12.498928012080814,1.6563466551341578e-06,1.1102322122926881e-06,2.2207187444799352,8.471745902715284,0.031178669804525244,0.1083528723102909,3.546163845373358,10.725933808138935,7.60401411113392e-07,1.5169891989294273e-08,0.06151665548453211,0.16952426395074746
17,sub-cp005,ses-20210226,level-02B_run-010,18.869006506321163,6.494488424586594e-06,85.38578413163536,18.2496975979192,1.4733888720467709e-05,85.38578413163536,15.13211062367527,7.57478587125548e-05,170.77156826327072,19.194550944280046,6.088913675172091e-06,85.38578413163536,18.10277960570083,1.58195611188786e-05,85.38578413163536,14.946547022202576,8.273758199358682e-05,170.77156826327072,0.048755973117775825,0.04680539348046439,3.4217843179449883,0.9245077762671019,-4.068690771697213,16.885709748178236,3.366621920124664,0.9522402562464031,-3.837450322270273,15.018844587553573,1.6197025640612046e-06,1.2461289538069561e-06,2.283111437800005,7.499351289821844,0.01192983581410021,0.0652434540657357,6.883492516369674,45.69699728759886,6.207069338080148e-07,2.6725450525001702e-08,0.03473912732921578,0.10270367494375683
18,sub-cp005,ses-20210226,level-03B_run-002,18.45325212039307,8.96360595626098e-06,85.29954125207811,18.04736940713365,1.2292357633688065e-05,85.29954125207811,14.883060030194043,8.48960034186297e-05,170.59908250415623,19.350917188365383,9.089420554161558e-06,85.29954125207811,18.058870579431478,2.2053250055299655e-05,85.29954125207811,15.377227882589366,8.518808990123449e-05,85.29954125207811,0.03336227905543573,0.05874114120843721,3.3829668303050795,0.9532204769644659,-3.607528920699796,13.995875624402995,3.8666589200995896,1.2726007975938267,-2.848965342957952,8.418068375803502,1.5531911139282607e-06,1.3067060913061949e-06,3.5315068211211913,21.96156043725691,0.02319419450021155,0.09489446790576476,4.493847224120206,18.36544498416098,7.18972940851307e-07,2.800729466203775e-08,0.03975188991149448,0.10461345821938905
19,sub-cp005,ses-20210226,level-03B_run-005,19.087365722296916,5.238876014863478e-06,85.16224321982408,17.793148955803513,1.3285953153584964e-05,85.16224321982408,14.359261198265775,0.00011938227035977629,85.16224321982408,19.423301618753698,4.110649119436368e-06,85.16224321982408,17.843191540048863,1.2897140875260883e-05,85.16224321982408,14.359438723885207,0.00011938062935394115,85.16224321982408,0.04501901872983774,0.03837450045741249,3.3353877362721307,1.0481220291385747,-3.5517123497448897,11.950537716964543,3.570564548309835,1.1016738196522178,-3.5908287755741948,12.107323889380652,1.6457933306399376e-06,1.2224180798980622e-06,2.7860864035173156,16.70884265449377,0.02879627659822862,0.10819263581403465,3.8936773667399343,13.247098124054375,7.768918711798752e-07,1.571949538105514e-08,0.04433558994705231,0.1276357995155792
20,sub-cp005,ses-20210226,level-03B_run-011,18.43023220438414,8.145068364556704e-06,85.32178002053828,17.986539565746725,1.5303336100475714e-05,85.32178002053828,15.323465271544379,6.61424883080158e-05,170.64356004107657,18.77202850038075,7.143689114797599e-06,85.32178002053828,17.96136958441667,1.5910319977277447e-05,85.32178002053828,15.346052635212345,6.43783928638903e-05,170.64356004107657,0.04351736726541626,0.039020131742546496,3.4159341335157873,0.8315306338945813,-4.60561584930668,21.837493717585097,3.3735305632607084,0.829741830237055,-4.47618532327925,21.00723201026019,1.6073388377985647e-06,1.174044635732454e-06,2.216016879899054,8.260045279393447,0.009384209037931844,0.05584652080155778,8.14825838054278,64.90269048672955,6.57427192233024e-07,2.1695801442449623e-08,0.0350919906901327,0.0951991207843989
21,sub-cp005,ses-20210226,level-04B_run-004,18.663904274909175,6.6499746685393515e-06,85.27897429132487,17.96927494891867,1.2882217060402423e-05,85.27897429132487,15.394226500858387,5.9957380758018636e-05,170.55794858264974,19.437645238618895,8.408575615732933e-06,85.27897429132487,17.39125060330001,3.414629991138565e-05,85.27897429132487,15.896327565689939,5.6255264548123434e-05,85.27897429132487,0.023070263844742485,0.04030674212471251,3.4789070872480248,0.8320431737132078,-4.263895768789814,20.521952108356906,4.109973667924631,1.052720144009221,-3.4149503305131472,14.489359185156616,1.7812206232800515e-06,1.3679055771358542e-06,2.2868038560079165,7.785713588936831,0.020655949307874632,0.08951858889286228,4.827974689727746,21.523844687994725,7.644841914807898e-07,1.8587654086519144e-08,0.04733030213173671,0.1257965441886586
22,sub-cp005,ses-20210226,level-04B_run-006,18.660472848655886,6.6164584424334885e-06,85.18199099974086,18.17593481792216,1.02838529108648e-05,85.18199099974086,14.67969783537763,9.32853666460933e-05,85.18199099974086,18.806309568983256,6.153778333736945e-06,85.18199099974086,18.237358962950214,9.636528757611205e-06,85.18199099974086,14.696676947044544,9.238979345107943e-05,85.18199099974086,0.036297403477820525,0.029387501735643168,3.3240023619184194,0.922734435532462,-4.022240621652774,16.228231146919313,3.56090130244785,0.9666187137438342,-4.098129554917284,16.651557275713735,1.5133539349903774e-06,1.0905966495405826e-06,2.3315721608147393,8.361004016123571,0.0204580815168517,0.09111535262374736,4.817131857870046,21.32166311288078,8.160726152236246e-07,1.701290288641893e-08,0.03891380963146239,0.1063579370084236
23,sub-cp005,ses-20210226,level-04B_run-009,19.06416447855011,7.099067113755492e-06,85.35395241976529,18.92342448778248,1.0478484771524208e-05,85.35395241976529,15.510439876739339,6.0932063617957174e-05,85.35395241976529,19.23714092846982,6.771692979397636e-06,85.35395241976529,18.73035654279581,1.1952561254385466e-05,85.35395241976529,15.334606564962971,6.659706669045557e-05,85.35395241976529,0.027786153993248363,0.04335610846749579,3.3762606601058156,0.9227058223804083,-3.4316962790937793,14.35009867834907,3.3772112181242666,0.9400738793982601,-3.293607014699332,13.423777555359987,1.719997248043282e-06,1.3525833100323825e-06,2.6390344009975295,11.82632912141786,0.019279728599068274,0.08400306394202507,4.940535743946648,22.818954415668856,7.788235751273761e-07,4.7897760395619364e-08,0.05190881004304448,0.14298884864801237
24,sub-cp006,ses-20210324,level-01B_run-001,17.185466461231158,1.808505444456503e-05,85.18904688513817,16.544056462840473,2.7603112339194594e-05,85.18904688513817,14.845105646728575,8.883626914523553e-05,85.18904688513817,17.156883186238737,1.7645342100554703e-05,85.18904688513817,16.564170391668288,2.697218030711588e-05,85.18904688513817,14.921642717628012,8.415504719185962e-05,85.18904688513817,0.03465580223243789,0.02787279316179728,3.2750010683822968,0.9174509258103009,-3.6721623042096185,14.910789961484316,3.120072007424264,0.8612017613742614,-3.799887383769949,16.01375648334655,1.4869127332189667e-06,1.268130041898728e-06,4.493150314217088,34.95867866307904,0.022875005282807476,0.09229153223680732,4.464112405695008,18.277821543842673,8.267967356538063e-07,6.137928439145266e-08,0.038247806996145495,0.11836062628350427
25,sub-cp006,ses-20210324,level-01B_run-007,16.96187562641173,2.3327042413273115e-05,85.27489753369585,16.932987045399457,2.5050363018165596e-05,85.27489753369585,14.960747772351256,9.470157081617194e-05,85.27489753369585,16.92748025519926,2.4114120628581112e-05,85.27489753369585,17.19616443031138,2.2981539496853305e-05,85.27489753369585,15.017278880356445,9.183436187427224e-05,85.27489753369585,0.029738266456094082,0.03147089038470385,2.7403384943189306,1.088592646514008,-2.745763498117037,7.066470626370059,2.6110822636990596,1.0865597191108787,-2.6950835050861737,6.509573279477159,1.5636295821088398e-06,1.5191571028154592e-06,7.1537372832588275,108.07228280774497,0.0205155166715682,0.08154510496531168,4.652475334581178,20.476214481514297,7.504667031988824e-07,4.6508557479073276e-08,0.04382731647755253,0.14108238232419207
26,sub-cp006,ses-20210324,level-01B_run-012,17.4287969649896,1.5329537591028234e-05,85.14071040111156,17.312865450519116,1.672684191970679e-05,85.14071040111156,15.185348795525792,7.383165561098545e-05,85.14071040111156,17.706135253848995,1.2696616151720603e-05,85.14071040111156,17.672409329519265,1.4597354296938292e-05,85.14071040111156,15.269699321755521,7.106831484394012e-05,85.14071040111156,0.03337774688139652,0.03463291237013865,2.72114719772,0.7558949879659261,-4.19331787752875,18.051289936135476,2.711940302337044,0.7333963645977427,-4.359515096151345,19.483761684179502,1.544808560364185e-06,1.585641888641889e-06,9.588190848309523,181.65343336046368,0.01521516688661145,0.07344623479161125,5.7652719422054615,31.777557867917288,8.964043686720914e-07,6.16813551605805e-08,0.030180534646865667,0.09836304973916325
27,sub-cp006,ses-20210324,level-02B_run-003,17.39272973006913,1.4622811067087766e-05,85.21875255527799,17.107089304263166,1.8242083253767523e-05,85.21875255527799,15.073749693607732,8.113957405647501e-05,85.21875255527799,17.374950292259957,1.4550386306395533e-05,85.21875255527799,17.259860911088264,1.7485295036278184e-05,85.21875255527799,15.185066719567033,7.5126862960411e-05,85.21875255527799,0.024806570436560392,0.02598741606302543,3.0871300330321976,0.7530664660679488,-4.787317663749577,23.285057035740127,2.9847305118475607,0.7118613966270521,-4.9459442100570925,25.010860127045692,1.54368126280971e-06,1.233910106991437e-06,3.4338129509727486,22.111672065643397,0.017310615150877562,0.07712293506984814,5.2141932421405475,25.76889321607272,8.02217400776205e-07,6.856098927191866e-08,0.03546190941807819,0.11666342713517053
28,sub-cp006,ses-20210324,level-02B_run-008,17.952777697691644,1.0600586895440512e-05,85.22041518477761,17.260518233114688,1.6745356347879122e-05,85.22041518477761,14.64551707489528,0.00010753157932215905,85.22041518477761,18.047457256225798,9.54133517605446e-06,85.22041518477761,17.382388386481423,1.566031970092078e-05,85.22041518477761,14.672304145557161,0.0001044867635989911,85.22041518477761,0.042769350447296774,0.04519642162582653,2.6953049686510524,1.0229364784476755,-3.1214108874465403,8.572742081873155,2.6685677574748246,1.0159935658757513,-3.1139770160328406,8.546281700005807,1.4428614403854693e-06,1.1229355592316326e-06,3.934704769832853,28.077811486898604,0.019215620379275117,0.08055083978278242,4.741571737373558,21.13741999782941,6.974420593936402e-07,3.805523354318638e-08,0.03897965677140361,0.13170929362203257
29,sub-cp006,ses-20210324,level-02B_run-010,17.833139933481345,1.1309039760336897e-05,85.00121506777498,17.492828559692263,1.5543709460981286e-05,85.00121506777498,15.238051321317371,7.473300556016658e-05,85.00121506777498,18.173631234045843,9.049590634331305e-06,85.00121506777498,17.91246371269279,1.2996899407578205e-05,85.00121506777498,15.296515088839518,7.205715828660792e-05,85.00121506777498,0.033778279630600476,0.039335403476226966,2.8098847849617017,0.8683755122877611,-3.912439828554214,14.401310170912705,2.796201273850502,0.8584540217291146,-3.9431838101820187,14.68389776598232,1.509589500375702e-06,1.2004005252316613e-06,3.4500376518657583,21.10107556576781,0.014335300303671505,0.06996943468594419,5.820063300154888,32.49884238409424,8.022735344012367e-07,3.8437976342773517e-08,0.031049200324156815,0.1030245284471587
30,sub-cp006,ses-20210324,level-03B_run-002,17.680177077169578,1.251908733150377e-05,85.11073508983992,17.62831364614245,1.3019633969449994e-05,85.11073508983992,15.599768414451317,5.5388504739238475e-05,85.11073508983992,17.582248473363784,1.2972946685853267e-05,85.11073508983992,17.737732683208908,1.2132208866580393e-05,85.11073508983992,15.703565534870382,5.2800384871272015e-05,85.11073508983992,0.019106346006225378,0.020413844298042126,3.1415220148943677,0.6416140298446723,-5.9354258384920335,35.520768363076854,3.007025668321137,0.611296356559016,-6.000663767439739,36.58442069113251,1.4701819621752989e-06,1.2606373182385026e-06,5.53283630391874,57.572301607893976,0.016212927640714716,0.07837012260256027,5.53543070381103,28.99817743365242,7.680622665987543e-07,4.525547003745119e-08,0.02901791474459061,0.09512311224069542
31,sub-cp006,ses-20210324,level-03B_run-005,17.62551842749344,1.2546704613460623e-05,85.17338154227049,17.744551585641346,1.1833401092999519e-05,85.17338154227049,15.461585702700711,6.030137393010187e-05,85.17338154227049,17.634376876286197,1.2159229620488366e-05,85.17338154227049,17.932196985234917,1.1302744097670923e-05,85.17338154227049,15.462389930723376,6.041522425470899e-05,85.17338154227049,0.02140270003292723,0.022413489444142398,2.8925107380811306,0.8554179776060219,-4.159654524228415,16.13292727527888,2.777951498509436,0.8293265244836482,-4.168160589335915,16.18549213997788,1.4297032167378858e-06,1.1769895833037188e-06,5.412097979443764,59.539077877985406,0.014386822909084985,0.0689384811189914,5.631708075769455,30.542816872053706,8.318203234181839e-07,3.8309529083871365e-08,0.029586985612203166,0.0935621084518353
32,sub-cp006,ses-20210324,level-03B_run-011,17.384990136127985,1.558915440037996e-05,85.15175971435403,17.33650384284227,1.5447807899572518e-05,85.15175971435403,15.197633597700124,7.582063487398553e-05,85.15175971435403,17.56038736348172,1.3053064416714896e-05,85.15175971435403,17.759081470206148,1.288493830475754e-05,85.15175971435403,15.260142051890885,7.229818834676259e-05,85.15175971435403,0.028450861222431595,0.03177720569371091,2.806321217293532,0.7120362137895809,-4.792422192851647,22.886264158653116,2.797462315903062,0.6964228422576713,-4.910176412076259,24.057072687193525,1.5071251007663545e-06,1.2764853470107396e-06,5.230807989662089,56.925034782642534,0.014615324702950063,0.07003901704293974,5.869316270906495,33.207445062075266,7.508634613480056e-07,4.379938063202336e-08,0.03256972272235259,0.10762036442633076
